symbol,chembl_id,name,selectivity_class,max_phase,ontarget_ic50_q1,ontarget_n,gene_id,reason_included,lspci_id
EPHB4,CHEMBL1336,SORAFENIB,Poly-selective,4,453,10,2050,clinical,83706
EPHB4,CHEMBL1289494,TIVOZANIB,Unknown,4,310,1,2050,clinical,85818
EPHB4,CHEMBL288441,BOSUTINIB,Semi-selective,4,7.35,3,2050,clinical,90932
EPHB4,CHEMBL1421,DASATINIB,Most selective,4,0.34,4,2050,clinical,96483
EPHB6,CHEMBL535,SUNITINIB,Other,4,925,3,2051,clinical,81903
EPHB6,CHEMBL1336,SORAFENIB,Poly-selective,4,240,3,2051,clinical,83706
EPHB6,CHEMBL2028663,DABRAFENIB,Unknown,4,412,1,2051,clinical,86423
EPHB6,CHEMBL1421,DASATINIB,Semi-selective,4,8.53,2,2051,selectivity,96483
EPHB6,CHEMBL3301622,GILTERITINIB,Unknown,4,241,1,2051,clinical,101355
ERBB2,CHEMBL553,ERLOTINIB,Semi-selective,4,95,37,2064,clinical,55022
ERBB2,CHEMBL939,GEFITINIB,Most selective,4,25.1,35,2064,clinical,85883
ERBB2,CHEMBL1873475,IBRUTINIB,Semi-selective,4,7.42,4,2064,clinical,89596
ERBB2,CHEMBL288441,BOSUTINIB,Other,4,993,2,2064,clinical,90932
ERBB2,CHEMBL2110732,DACOMITINIB,Unknown,4,16.7,1,2064,clinical,96019
ERBB2,CHEMBL1421,DASATINIB,Other,4,710,5,2064,clinical,96483
ERBB2,CHEMBL483321,CP-724714,Most selective,2,11,3,2064,expert_opinion,96525
ERBB2,CHEMBL554,LAPATINIB,Most selective,4,9,33,2064,clinical,101558
ERBB2,CHEMBL1173655,AFATINIB,Most selective,4,1.74,8,2064,clinical,102013
ERBB2,CHEMBL180022,NERATINIB,Most selective,4,3,5,2064,clinical,103791
ERBB3,CHEMBL24828,VANDETANIB,Unknown,4,160,1,2065,clinical,82962
ERBB3,CHEMBL939,GEFITINIB,Most selective,4,13.8,22,2065,clinical,85883
ERBB3,CHEMBL288441,BOSUTINIB,Poly-selective,4,123,2,2065,clinical,90932
ERBB3,CHEMBL1421,DASATINIB,Unknown,4,18,1,2065,clinical,96483
ERBB3,CHEMBL1173655,AFATINIB,Most selective,4,0.97,5,2065,clinical,102013
ERBB3,CHEMBL180022,NERATINIB,Most selective,4,4.18,2,2065,clinical,103791
ERBB4,CHEMBL553,ERLOTINIB,Most selective,4,2.72,18,2066,clinical,55022
ERBB4,CHEMBL24828,VANDETANIB,Unknown,4,480,1,2066,clinical,82962
ERBB4,CHEMBL939,GEFITINIB,Most selective,4,19.6,24,2066,clinical,85883
ERBB4,CHEMBL1873475,IBRUTINIB,Most selective,4,0.1,4,2066,clinical,89596
ERBB4,CHEMBL288441,BOSUTINIB,Poly-selective,4,142,2,2066,clinical,90932
ERBB4,CHEMBL2110732,DACOMITINIB,Unknown,4,83.7,1,2066,clinical,96019
ERBB4,CHEMBL1421,DASATINIB,Semi-selective,4,43.6,2,2066,clinical,96483
ERBB4,CHEMBL554,LAPATINIB,Most selective,4,25.1,5,2066,clinical,101558
ERBB4,CHEMBL180022,NERATINIB,Most selective,4,2.55,2,2066,clinical,103791
ERN1,CHEMBL535,SUNITINIB,Other,4,600,3,2081,clinical,81903
PTK2B,CHEMBL601719,CRIZOTINIB,Poly-selective,4,174,3,2185,clinical,87732
PTK2B,CHEMBL288441,BOSUTINIB,Poly-selective,4,262,3,2185,clinical,90932
PTK2B,CHEMBL3286830,LORLATINIB,Other,4,14,1,2185,clinical,91467
PTK2B,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,660,4,2185,clinical,98595
PTK2B,CHEMBL3301622,GILTERITINIB,Unknown,4,510,1,2185,clinical,101355
PTK2B,CHEMBL1171837,PONATINIB,Unknown,4,295,1,2185,clinical,101419
FER,CHEMBL601719,CRIZOTINIB,Semi-selective,4,37.8,4,2241,selectivity,87732
FER,CHEMBL288441,BOSUTINIB,Other,4,425,3,2241,clinical,90932
FER,CHEMBL3286830,LORLATINIB,Other,4,3.3,1,2241,clinical,91467
FER,CHEMBL2403108,CERITINIB,Unknown,4,214,1,2241,clinical,100141
FER,CHEMBL3301622,GILTERITINIB,Unknown,4,188,1,2241,clinical,101355
FES,CHEMBL535,SUNITINIB,Other,4,960,5,2242,clinical,81903
FES,CHEMBL601719,CRIZOTINIB,Poly-selective,4,250,3,2242,clinical,87732
FES,CHEMBL288441,BOSUTINIB,Other,4,344,3,2242,clinical,90932
FES,CHEMBL3286830,LORLATINIB,Other,4,6,1,2242,clinical,91467
FGFR1,CHEMBL1289926,AXITINIB,Semi-selective,4,54.5,4,2260,clinical,72090
FGFR1,CHEMBL477772,PAZOPANIB,Semi-selective,4,160,6,2260,clinical,81652
FGFR1,CHEMBL535,SUNITINIB,Other,4,520,9,2260,clinical,81903
FGFR1,CHEMBL3545376,ERDAFITINIB,Poly-selective,4,0.871,5,2260,clinical,84303
FGFR1,CHEMBL502835,NINTEDANIB,Poly-selective,4,60,9,2260,clinical,97329
FGFR1,CHEMBL1983268,ENTRECTINIB,Poly-selective,4,626,3,2260,clinical,100587
FGFR1,CHEMBL1171837,PONATINIB,Most selective,4,0.7,5,2260,clinical,101419
FGFR3,CHEMBL1289926,AXITINIB,Poly-selective,4,137,3,2261,clinical,72090
FGFR3,CHEMBL477772,PAZOPANIB,Poly-selective,4,620,4,2261,clinical,81652
FGFR3,CHEMBL535,SUNITINIB,Other,4,290,8,2261,clinical,81903
FGFR3,CHEMBL3545376,ERDAFITINIB,Other,4,2.82,5,2261,clinical,84303
FGFR3,CHEMBL502835,NINTEDANIB,Poly-selective,4,104,4,2261,clinical,97329
FGFR3,CHEMBL1287853,FEDRATINIB,Poly-selective,4,460,2,2261,clinical,97675
FGFR3,CHEMBL2403108,CERITINIB,Unknown,4,430,1,2261,clinical,100141
FGFR3,CHEMBL1983268,ENTRECTINIB,Unknown,4,158,1,2261,clinical,100587
FGFR3,CHEMBL1171837,PONATINIB,Unknown,4,9.4,1,2261,clinical,101419
FGFR2,CHEMBL1289926,AXITINIB,Unknown,4,110,1,2263,clinical,72090
FGFR2,CHEMBL477772,PAZOPANIB,Poly-selective,4,210,2,2263,clinical,81652
FGFR2,CHEMBL535,SUNITINIB,Other,4,530,5,2263,clinical,81903
FGFR2,CHEMBL3545376,ERDAFITINIB,Poly-selective,4,2.29,5,2263,clinical,84303
FGFR2,CHEMBL1873475,IBRUTINIB,Other,4,280,1,2263,clinical,89596
FGFR2,CHEMBL502835,NINTEDANIB,Poly-selective,4,37,3,2263,clinical,97329
FGFR2,CHEMBL1287853,FEDRATINIB,Unknown,4,470,1,2263,clinical,97675
FGFR2,CHEMBL2403108,CERITINIB,Unknown,4,260,1,2263,clinical,100141
FGFR2,CHEMBL1171837,PONATINIB,Unknown,4,1.3,1,2263,clinical,101419
FGFR4,CHEMBL3545376,ERDAFITINIB,Other,4,4.79,5,2264,clinical,84303
FGFR4,CHEMBL502835,NINTEDANIB,Other,4,610,3,2264,clinical,97329
FGFR4,CHEMBL2403108,CERITINIB,Unknown,4,950,1,2264,clinical,100141
FGFR4,CHEMBL1171837,PONATINIB,Unknown,4,7.1,1,2264,clinical,101419
FGR,CHEMBL1289926,AXITINIB,Poly-selective,4,932,2,2268,clinical,72090
FGR,CHEMBL535,SUNITINIB,Other,4,270,6,2268,clinical,81903
FGR,CHEMBL24828,VANDETANIB,Poly-selective,4,270,4,2268,clinical,82962
FGR,CHEMBL1873475,IBRUTINIB,Semi-selective,4,2.3,2,2268,clinical,89596
FGR,CHEMBL288441,BOSUTINIB,Semi-selective,4,2.4,2,2268,selectivity,90932
FGR,CHEMBL1287853,FEDRATINIB,Unknown,4,82,1,2268,clinical,97675
FGR,CHEMBL608533,MIDOSTAURIN,Other,4,730,3,2268,clinical,98595
FGR,CHEMBL255863,NILOTINIB,Unknown,4,320,1,2268,clinical,100755
FGR,CHEMBL1171837,PONATINIB,Unknown,4,38,1,2268,clinical,101419
FLT1,CHEMBL2105717,CABOZANTINIB,Unknown,4,12,1,2321,clinical,66990
FLT1,CHEMBL1289926,AXITINIB,Most selective,4,2.95,3,2321,clinical,72090
FLT1,CHEMBL428,TROVAFLOXACIN,Unknown,4,398,1,2321,clinical,74091
FLT1,CHEMBL477772,PAZOPANIB,Most selective,4,14,5,2321,clinical,81652
FLT1,CHEMBL535,SUNITINIB,Most selective,4,1.8,6,2321,clinical,81903
FLT1,CHEMBL24828,VANDETANIB,Semi-selective,4,97.5,12,2321,clinical,82962
FLT1,CHEMBL1336,SORAFENIB,Semi-selective,4,31,6,2321,clinical,83706
FLT1,CHEMBL1289494,TIVOZANIB,Most selective,4,3.24,3,2321,clinical,85818
FLT1,CHEMBL502835,NINTEDANIB,Poly-selective,4,34,5,2321,clinical,97329
FLT1,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,450,3,2321,clinical,98595
FLT1,CHEMBL1983268,ENTRECTINIB,Unknown,4,794,1,2321,clinical,100587
FLT3,CHEMBL553,ERLOTINIB,Poly-selective,4,388,14,2322,clinical,55022
FLT3,CHEMBL2105717,CABOZANTINIB,Most selective,4,11.3,5,2322,clinical,66990
FLT3,CHEMBL1289926,AXITINIB,Semi-selective,4,200,9,2322,clinical,72090
FLT3,CHEMBL535,SUNITINIB,Most selective,4,0.8,29,2322,clinical,81903
FLT3,CHEMBL24828,VANDETANIB,Poly-selective,4,830,15,2322,clinical,82962
FLT3,CHEMBL1336,SORAFENIB,Most selective,4,13,29,2322,clinical,83706
FLT3,CHEMBL601719,CRIZOTINIB,Poly-selective,4,820,12,2322,clinical,87732
FLT3,CHEMBL1946170,REGORAFENIB,Unknown,4,562,1,2322,clinical,89597
FLT3,CHEMBL502835,NINTEDANIB,Most selective,4,1.66,11,2322,clinical,97329
FLT3,CHEMBL1287853,FEDRATINIB,Semi-selective,4,13,9,2322,clinical,97675
FLT3,CHEMBL608533,MIDOSTAURIN,Most selective,4,6.6,20,2322,clinical,98595
FLT3,CHEMBL1983268,ENTRECTINIB,Poly-selective,4,240,3,2322,clinical,100587
FLT3,CHEMBL3301622,GILTERITINIB,Most selective,4,2.06,2,2322,clinical,101355
FLT3,CHEMBL1171837,PONATINIB,Unknown,4,7,1,2322,clinical,101419
FLT3,CHEMBL2103830,FOSTAMATINIB,Unknown,4,843,1,2322,clinical,102458
FLT3,CHEMBL3545311,BRIGATINIB,Unknown,4,2.1,1,2322,clinical,1436345
FLT4,CHEMBL1289926,AXITINIB,Most selective,4,10,3,2324,clinical,72090
FLT4,CHEMBL428,TROVAFLOXACIN,Unknown,4,31.6,1,2324,clinical,74091
FLT4,CHEMBL477772,PAZOPANIB,Most selective,4,27,4,2324,clinical,81652
FLT4,CHEMBL535,SUNITINIB,Poly-selective,4,23.1,8,2324,clinical,81903
FLT4,CHEMBL24828,VANDETANIB,Poly-selective,4,283,4,2324,clinical,82962
FLT4,CHEMBL1336,SORAFENIB,Most selective,4,16,8,2324,clinical,83706
FLT4,CHEMBL1289601,LENVATINIB,Unknown,4,5.2,1,2324,clinical,85688
FLT4,CHEMBL502835,NINTEDANIB,Semi-selective,4,3.65,6,2324,clinical,97329
FLT4,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,670,3,2324,clinical,98595
FLT4,CHEMBL1983268,ENTRECTINIB,Poly-selective,4,400,2,2324,clinical,100587
FRK,CHEMBL2105717,CABOZANTINIB,Unknown,4,560,1,2444,clinical,66990
FRK,CHEMBL477772,PAZOPANIB,Poly-selective,4,750,3,2444,clinical,81652
FRK,CHEMBL535,SUNITINIB,Other,4,530,5,2444,clinical,81903
FRK,CHEMBL24828,VANDETANIB,Poly-selective,4,170,4,2444,clinical,82962
FRK,CHEMBL1336,SORAFENIB,Poly-selective,4,458,6,2444,clinical,83706
FRK,CHEMBL1289494,TIVOZANIB,Unknown,4,145,1,2444,clinical,85818
FRK,CHEMBL939,GEFITINIB,Poly-selective,4,251,5,2444,clinical,85883
FRK,CHEMBL2028663,DABRAFENIB,Unknown,4,727,1,2444,clinical,86423
FRK,CHEMBL601719,CRIZOTINIB,Poly-selective,4,287,4,2444,clinical,87732
FRK,CHEMBL1873475,IBRUTINIB,Other,4,589,1,2444,clinical,89596
FRK,CHEMBL3286830,LORLATINIB,Other,4,53,1,2444,clinical,91467
FRK,CHEMBL255863,NILOTINIB,Poly-selective,4,204,2,2444,clinical,100755
FRK,CHEMBL1171837,PONATINIB,Unknown,4,94,1,2444,clinical,101419
MTOR,CHEMBL269732,TACROLIMUS,Other,4,1.5,2,2475,clinical,105384
MTOR,CHEMBL1908360,EVEROLIMUS,Unknown,4,2,1,2475,clinical,107085
MTOR,CHEMBL2336325,VISTUSERTIB,Most selective,2,1.47,3,2475,expert_opinion,129377
FYN,CHEMBL428,TROVAFLOXACIN,Unknown,4,794,1,2534,clinical,74091
FYN,CHEMBL535,SUNITINIB,Other,4,520,6,2534,clinical,81903
FYN,CHEMBL24828,VANDETANIB,Poly-selective,4,360,5,2534,clinical,82962
FYN,CHEMBL2028663,DABRAFENIB,Unknown,4,817,1,2534,clinical,86423
FYN,CHEMBL1873475,IBRUTINIB,Other,4,95.6,3,2534,clinical,89596
FYN,CHEMBL288441,BOSUTINIB,Semi-selective,4,6.4,3,2534,selectivity,90932
FYN,CHEMBL502835,NINTEDANIB,Other,4,888,2,2534,clinical,97329
FYN,CHEMBL1171837,PONATINIB,Unknown,4,36,1,2534,clinical,101419
FYN,CHEMBL539,ACETIC ACID,Other,4,900,1,2534,clinical,159620
GAK,CHEMBL477772,PAZOPANIB,Poly-selective,4,200,3,2580,clinical,81652
GAK,CHEMBL535,SUNITINIB,Poly-selective,4,20,6,2580,clinical,81903
GAK,CHEMBL24828,VANDETANIB,Semi-selective,4,86,4,2580,clinical,82962
GAK,CHEMBL939,GEFITINIB,Most selective,4,13,5,2580,clinical,85883
GAK,CHEMBL3545110,RIBOCICLIB,Other,4,658,1,2580,clinical,89588
GAK,CHEMBL288441,BOSUTINIB,Semi-selective,4,11.5,2,2580,clinical,90932
GAK,CHEMBL1738797,ALECTINIB,Unknown,4,259,1,2580,clinical,95446
GAK,CHEMBL2110732,DACOMITINIB,Unknown,4,168,1,2580,clinical,96019
GAK,CHEMBL1421,DASATINIB,Most selective,4,2.6,4,2580,clinical,96483
GAK,CHEMBL1287853,FEDRATINIB,Semi-selective,4,12.3,2,2580,clinical,97675
GAK,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,380,4,2580,clinical,98595
GAK,CHEMBL3301622,GILTERITINIB,Unknown,4,9,1,2580,clinical,101355
GAK,CHEMBL1173655,AFATINIB,Poly-selective,4,502,2,2580,clinical,102013
GRK4,CHEMBL502835,NINTEDANIB,Unknown,4,17,1,2868,clinical,97329
GRK4,CHEMBL1287853,FEDRATINIB,Unknown,4,170,1,2868,clinical,97675
GRK4,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,110,2,2868,clinical,98595
MKNK2,CHEMBL1789941,RUXOLITINIB,Unknown,4,200,1,2872,clinical,66153
MKNK2,CHEMBL1336,SORAFENIB,Semi-selective,4,130,6,2872,clinical,83706
MKNK2,CHEMBL603469,LESTAURTINIB,Semi-selective,3,1.4,2,2872,selectivity,84762
MKNK2,CHEMBL939,GEFITINIB,Poly-selective,4,398,5,2872,clinical,85883
MKNK2,CHEMBL574738,AST-487,Semi-selective,1,3,2,2872,selectivity,95257
MKNK2,CHEMBL1287853,FEDRATINIB,Unknown,4,380,1,2872,clinical,97675
MKNK2,CHEMBL608533,MIDOSTAURIN,Other,4,950,3,2872,clinical,98595
GSK3A,CHEMBL3301610,ABEMACICLIB,Other,4,13,1,2931,clinical,94539
GSK3B,CHEMBL428,TROVAFLOXACIN,Unknown,4,31.6,1,2932,clinical,74091
GSK3B,CHEMBL189963,PALBOCICLIB,Other,4,987,5,2932,clinical,91464
GSK3B,CHEMBL3301610,ABEMACICLIB,Other,4,11.9,4,2932,clinical,94539
GSK3B,CHEMBL3301612,ENCORAFENIB,Unknown,4,425,1,2932,clinical,98319
HCK,CHEMBL535,SUNITINIB,Other,4,540,7,3055,clinical,81903
HCK,CHEMBL24828,VANDETANIB,Poly-selective,4,360,4,3055,clinical,82962
HCK,CHEMBL1873475,IBRUTINIB,Semi-selective,4,3.7,3,3055,clinical,89596
HCK,CHEMBL288441,BOSUTINIB,Semi-selective,4,3.35,4,3055,selectivity,90932
HCK,CHEMBL608533,MIDOSTAURIN,Other,4,720,4,3055,clinical,98595
HCK,CHEMBL1171837,PONATINIB,Unknown,4,82,1,3055,clinical,101419
HCK,CHEMBL180022,NERATINIB,Poly-selective,4,632,2,3055,clinical,103791
IGF1R,CHEMBL1091644,LINSITINIB,Most selective,3,12.5,7,3480,expert_opinion,78233
IGF1R,CHEMBL601719,CRIZOTINIB,Poly-selective,4,238,8,3480,clinical,87732
IGF1R,CHEMBL502835,NINTEDANIB,Other,4,766,4,3480,clinical,97329
IGF1R,CHEMBL1983268,ENTRECTINIB,Poly-selective,4,122,5,3480,clinical,100587
IGF1R,CHEMBL313972,MASOPROCOL,Other,4,900,1,3480,clinical,107540
IGF1R,CHEMBL3545311,BRIGATINIB,Other,4,24.9,1,3480,clinical,1436345
IKBKB,CHEMBL249697,BMS-345541,Semi-selective,0,175,11,3551,selectivity,37987
IKBKB,CHEMBL1287853,FEDRATINIB,Unknown,4,360,1,3551,clinical,97675
INSR,CHEMBL1091644,LINSITINIB,Most selective,3,15.0775,4,3643,expert_opinion,78233
INSR,CHEMBL535,SUNITINIB,Other,4,195,8,3643,clinical,81903
INSR,CHEMBL601719,CRIZOTINIB,Poly-selective,4,236,6,3643,clinical,87732
INSR,CHEMBL3545311,BRIGATINIB,Other,4,196,1,3643,clinical,1436345
INSRR,CHEMBL535,SUNITINIB,Other,4,430,3,3645,clinical,81903
INSRR,CHEMBL601719,CRIZOTINIB,Unknown,4,600,1,3645,clinical,87732
INSRR,CHEMBL502835,NINTEDANIB,Unknown,4,21,1,3645,clinical,97329
IRAK1,CHEMBL939,GEFITINIB,Poly-selective,4,254,4,3654,clinical,85883
IRAK1,CHEMBL601719,CRIZOTINIB,Poly-selective,4,124,3,3654,clinical,87732
IRAK1,CHEMBL475251,R-406,Semi-selective,2,9.85,3,3654,selectivity,92183
IRAK1,CHEMBL3301610,ABEMACICLIB,Other,4,126,1,3654,clinical,94539
IRAK1,CHEMBL3301612,ENCORAFENIB,Unknown,4,247,1,3654,clinical,98319
IRAK1,CHEMBL1171837,PONATINIB,Unknown,4,691,1,3654,clinical,101419
ITK,CHEMBL535,SUNITINIB,Semi-selective,4,13,4,3702,selectivity,81903
ITK,CHEMBL601719,CRIZOTINIB,Poly-selective,4,688,2,3702,clinical,87732
ITK,CHEMBL1873475,IBRUTINIB,Poly-selective,4,11.2,6,3702,clinical,89596
ITK,CHEMBL502835,NINTEDANIB,Unknown,4,210,1,3702,clinical,97329
ITK,CHEMBL1287853,FEDRATINIB,Unknown,4,490,1,3702,clinical,97675
JAK1,CHEMBL1789941,RUXOLITINIB,Most selective,4,1.65,22,3716,clinical,66153
JAK1,CHEMBL1789941,RUXOLITINIB,Most selective,4,1.65,22,3716,expert_opinion,66153
JAK1,CHEMBL535,SUNITINIB,Poly-selective,4,39,8,3716,clinical,81903
JAK1,CHEMBL1287853,FEDRATINIB,Semi-selective,4,79.5,4,3716,clinical,97675
JAK2,CHEMBL1789941,RUXOLITINIB,Most selective,4,0.21,22,3717,expert_opinion,66153
JAK2,CHEMBL2105759,BARICITINIB,Most selective,4,6.7,10,3717,clinical,76528
JAK2,CHEMBL535,SUNITINIB,Other,4,410,6,3717,clinical,81903
JAK2,CHEMBL601719,CRIZOTINIB,Semi-selective,4,100,5,3717,clinical,87732
JAK2,CHEMBL502835,NINTEDANIB,Poly-selective,4,36.8,2,3717,clinical,97329
JAK2,CHEMBL1287853,FEDRATINIB,Most selective,4,2.52,4,3717,clinical,97675
JAK2,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,94,3,3717,clinical,98595
JAK2,CHEMBL2403108,CERITINIB,Unknown,4,610,1,3717,clinical,100141
JAK2,CHEMBL1983268,ENTRECTINIB,Semi-selective,4,25,2,3717,clinical,100587
JAK3,CHEMBL553,ERLOTINIB,Poly-selective,4,815,3,3718,clinical,55022
JAK3,CHEMBL1789941,RUXOLITINIB,Most selective,4,8.83,16,3718,clinical,66153
JAK3,CHEMBL2105759,BARICITINIB,Most selective,4,163,7,3718,clinical,76528
JAK3,CHEMBL601719,CRIZOTINIB,Poly-selective,4,523,4,3718,clinical,87732
JAK3,CHEMBL1873475,IBRUTINIB,Poly-selective,4,10.4,4,3718,clinical,89596
JAK3,CHEMBL502835,NINTEDANIB,Unknown,4,8.2,1,3718,clinical,97329
JAK3,CHEMBL1287853,FEDRATINIB,Poly-selective,4,306,2,3718,clinical,97675
JAK3,CHEMBL608533,MIDOSTAURIN,Semi-selective,4,12,3,3718,clinical,98595
JAK3,CHEMBL1983268,ENTRECTINIB,Poly-selective,4,387,2,3718,clinical,100587
JAK3,CHEMBL4128181,FM381,Unknown,0,1.065,3,3718,expert_opinion,18646268
KDR,CHEMBL553,ERLOTINIB,Poly-selective,4,678,6,3791,clinical,55022
KDR,CHEMBL1289926,AXITINIB,Most selective,4,0.212,6,3791,clinical,72090
KDR,CHEMBL477772,PAZOPANIB,Most selective,4,14,10,3791,clinical,81652
KDR,CHEMBL535,SUNITINIB,Semi-selective,4,8.75,40,3791,clinical,81903
KDR,CHEMBL24828,VANDETANIB,Semi-selective,4,26,32,3791,clinical,82962
KDR,CHEMBL1336,SORAFENIB,Most selective,4,8.1,55,3791,clinical,83706
KDR,CHEMBL3545376,ERDAFITINIB,Other,4,46.8,5,3791,clinical,84303
KDR,CHEMBL1289601,LENVATINIB,Most selective,4,3.52,4,3791,clinical,85688
KDR,CHEMBL1289494,TIVOZANIB,Most selective,4,0.16,5,3791,clinical,85818
KDR,CHEMBL1229517,VEMURAFENIB,Unknown,4,360,1,3791,clinical,88284
KDR,CHEMBL502835,NINTEDANIB,Most selective,4,3,7,3791,clinical,97329
KDR,CHEMBL1983268,ENTRECTINIB,Poly-selective,4,549,2,3791,clinical,100587
KDR,CHEMBL1171837,PONATINIB,Most selective,4,1.7,5,3791,clinical,101419
KDR,CHEMBL2103830,FOSTAMATINIB,Unknown,4,70,1,3791,clinical,102458
KIT,CHEMBL2105717,CABOZANTINIB,Most selective,4,4.6,6,3815,clinical,66990
KIT,CHEMBL1289926,AXITINIB,Most selective,4,1.7,9,3815,clinical,72090
KIT,CHEMBL477772,PAZOPANIB,Most selective,4,2.8,18,3815,clinical,81652
KIT,CHEMBL535,SUNITINIB,Most selective,4,0.37,34,3815,clinical,81903
KIT,CHEMBL24828,VANDETANIB,Poly-selective,4,260,17,3815,clinical,82962
KIT,CHEMBL1336,SORAFENIB,Most selective,4,18,28,3815,clinical,83706
KIT,CHEMBL1946170,REGORAFENIB,Unknown,4,6.1,1,3815,clinical,89597
KIT,CHEMBL288441,BOSUTINIB,Poly-selective,4,132,13,3815,clinical,90932
KIT,CHEMBL941,IMATINIB,Most selective,4,31.3,35,3815,clinical,96316
KIT,CHEMBL1421,DASATINIB,Most selective,4,0.982,26,3815,clinical,96483
KIT,CHEMBL502835,NINTEDANIB,Semi-selective,4,5.7,9,3815,clinical,97329
KIT,CHEMBL1287853,FEDRATINIB,Semi-selective,4,104,8,3815,clinical,97675
KIT,CHEMBL608533,MIDOSTAURIN,Semi-selective,4,41,21,3815,clinical,98595
KIT,CHEMBL1983268,ENTRECTINIB,Poly-selective,4,369,2,3815,clinical,100587
KIT,CHEMBL255863,NILOTINIB,Most selective,4,27.2,16,3815,clinical,100755
KIT,CHEMBL1171837,PONATINIB,Most selective,4,1.7,4,3815,clinical,101419
LCK,CHEMBL553,ERLOTINIB,Poly-selective,4,320,6,3932,clinical,55022
LCK,CHEMBL535,SUNITINIB,Poly-selective,4,131,7,3932,clinical,81903
LCK,CHEMBL24828,VANDETANIB,Semi-selective,4,17,5,3932,clinical,82962
LCK,CHEMBL939,GEFITINIB,Poly-selective,4,456,6,3932,clinical,85883
LCK,CHEMBL2028663,DABRAFENIB,Unknown,4,783,1,3932,clinical,86423
LCK,CHEMBL601719,CRIZOTINIB,Semi-selective,4,40.1,7,3932,clinical,87732
LCK,CHEMBL1873475,IBRUTINIB,Semi-selective,4,2,6,3932,clinical,89596
LCK,CHEMBL288441,BOSUTINIB,Most selective,4,0.945,3,3932,clinical,90932
LCK,CHEMBL941,IMATINIB,Most selective,4,56.5,8,3932,clinical,96316
LCK,CHEMBL502835,NINTEDANIB,Semi-selective,4,13.6,4,3932,clinical,97329
LCK,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,280,4,3932,clinical,98595
LCK,CHEMBL1983268,ENTRECTINIB,Poly-selective,4,751,3,3932,clinical,100587
LCK,CHEMBL255863,NILOTINIB,Poly-selective,4,77.6,3,3932,clinical,100755
LCK,CHEMBL1171837,PONATINIB,Unknown,4,24,1,3932,clinical,101419
LCK,CHEMBL180022,NERATINIB,Poly-selective,4,341,2,3932,clinical,103791
LCK,CHEMBL539,ACETIC ACID,Unknown,4,805,2,3932,clinical,159620
LIMK1,CHEMBL2028663,DABRAFENIB,Unknown,4,33,1,3984,clinical,86423
LIMK1,CHEMBL1946170,REGORAFENIB,Unknown,4,616,1,3984,clinical,89597
LIMK1,CHEMBL1421,DASATINIB,Poly-selective,4,251,5,3984,clinical,96483
LIMK1,CHEMBL3301612,ENCORAFENIB,Unknown,4,26,1,3984,clinical,98319
LIMK2,CHEMBL2028663,DABRAFENIB,Unknown,4,82,1,3985,clinical,86423
LIMK2,CHEMBL3301612,ENCORAFENIB,Unknown,4,96,1,3985,clinical,98319
LTK,CHEMBL553,ERLOTINIB,Poly-selective,4,890,3,4058,clinical,55022
LTK,CHEMBL1789941,RUXOLITINIB,Semi-selective,4,82.9,4,4058,selectivity,66153
LTK,CHEMBL24828,VANDETANIB,Poly-selective,4,474,3,4058,clinical,82962
LTK,CHEMBL601719,CRIZOTINIB,Semi-selective,4,9.63,4,4058,selectivity,87732
LTK,CHEMBL3286830,LORLATINIB,Other,4,2.7,1,4058,clinical,91467
LTK,CHEMBL502835,NINTEDANIB,Unknown,4,150,1,4058,clinical,97329
LTK,CHEMBL1983268,ENTRECTINIB,Unknown,4,1.58,1,4058,clinical,100587
LYN,CHEMBL553,ERLOTINIB,Poly-selective,4,437,4,4067,clinical,55022
LYN,CHEMBL477772,PAZOPANIB,Poly-selective,4,995,3,4067,clinical,81652
LYN,CHEMBL535,SUNITINIB,Other,4,270,7,4067,clinical,81903
LYN,CHEMBL24828,VANDETANIB,Poly-selective,4,110,4,4067,clinical,82962
LYN,CHEMBL939,GEFITINIB,Poly-selective,4,158,5,4067,clinical,85883
LYN,CHEMBL1873475,IBRUTINIB,Poly-selective,4,16.2,5,4067,clinical,89596
LYN,CHEMBL288441,BOSUTINIB,Semi-selective,4,7.05,4,4067,clinical,90932
LYN,CHEMBL941,IMATINIB,Poly-selective,4,717,4,4067,clinical,96316
LYN,CHEMBL502835,NINTEDANIB,Poly-selective,4,195,4,4067,clinical,97329
LYN,CHEMBL255863,NILOTINIB,Poly-selective,4,690,3,4067,clinical,100755
MARK1,CHEMBL1287853,FEDRATINIB,Unknown,4,700,1,4139,clinical,97675
MARK3,CHEMBL2105759,BARICITINIB,Unknown,4,104,1,4140,clinical,76528
MARK3,CHEMBL535,SUNITINIB,Other,4,410,6,4140,clinical,81903
MARK3,CHEMBL608533,MIDOSTAURIN,Semi-selective,4,21,4,4140,selectivity,98595
MAP3K1,CHEMBL1946170,REGORAFENIB,Unknown,4,465,1,4214,clinical,89597
